"","Tachuelas","Rodadero-Gavilanes","Navajas","Chopitos-Casitas","Frailes-Lobera","Islote","Cantil","Morros","Cien-Esperanza","Bajo"
"X2014.04.16",51.9714953104655,51.5805292129517,51.4763061523438,50.8722387949626,51.2752593994141,50.9710076649984,51.2508354187012,52.0223622322083,51.0369329452515,52.0575790405273
"X2014.05.16",58.9544372558594,57.818808555603,57.6216331481934,57.7098032633464,58.3988807678223,57.6594473520915,57.5784230913435,57.893618106842,57.5890278816223,57.7793350219727
"X2014.06.16",59.8602816263835,58.8446683883667,58.7727096557617,58.7352097829183,59.3219924926758,58.7584470113119,58.7896085466657,58.7808356285095,58.711681842804,58.7633209228516
"X2014.07.16",47.7983703613281,49.9816493988037,50.3721038818359,50.2504145304362,51.5439170837402,50.3188145955404,50.7443460736956,49.9761357307434,50.8156223297119,50.328883488973
"X2015.01.16",29.3183409372966,27.8325638771057,27.5500110626221,26.5738048553467,27.8724918365479,26.6798763275146,27.1580467224121,28.1972677707672,26.9023900032043,28.0849898656209
"X2015.02.15",39.2977066040039,39.8506469726562,39.6927627563477,39.9313526153564,40.7073333740234,39.9371350606283,39.7579623631069,39.9537224769592,39.8660855293274,39.8763357798258
"X2015.03.16",43.9806760152181,44.8746070861816,44.9640151977539,45.200408299764,45.8878128051758,45.1105410257975,44.8717569623675,45.2148222923279,44.9146113395691,45.2982845306396
"X2015.04.16",50.1157938639323,49.7732582092285,49.8592781066895,49.6568921407064,50.6361694335938,49.6230030059814,49.8799269539969,50.3105568885803,49.7776398658752,50.3870143890381
"X2015.05.16",53.0422922770182,51.9420547485352,51.8852607727051,52.229554494222,53.3898666381836,51.9270210266113,51.7347711835589,52.2419309616089,51.7815294265747,52.0829989115397
"X2015.06.16",56.934565226237,57.5261068344116,57.6021896362305,57.7450574239095,57.7256683349609,57.7382698059082,57.6485830034528,57.6225938796997,57.6476945877075,57.6923866271973
"X2015.07.16",47.4400647481283,51.0187244415283,51.6434745788574,52.971196492513,53.6772705078125,52.7421328226725,52.0374156406948,51.2943940162659,52.5370826721191,51.6876201629639
"X2015.08.16",50.777094523112,51.2914915084839,51.4621231079102,52.4479084014893,52.0393119812012,52.38498878479,51.720386505127,51.3360452651978,52.11567735672,51.3073132832845
"X2015.09.16",45.0234985351562,45.5361747741699,45.5137901306152,44.638905843099,43.4660545349121,44.7608362833659,45.0759566170829,45.6174778938293,44.8538527488708,45.6994571685791
"X2015.10.16",38.9132067362467,38.7951631546021,38.9657005310059,39.4420267740885,38.894873046875,39.527027130127,39.2182410103934,39.0077123641968,39.4545545578003,39.058344523112
